Product Type: Litetrack LR
Product ID: 80385
Firmware Version: V8.99.0

GMT Time,Latitude,Longitude,Altitude,Duration,Temperature,DOP,Satellites,Cause of Fix
2020-06-21 5:16:10 PM,0.0000000,0.0000000,0.00,70,31.0,0,0,GPS Schedule
2020-06-21 5:21:10 PM,0.0000000,0.0000000,0.00,70,31.0,0,0,GPS Schedule
2020-06-21 5:26:10 PM,0.0000000,0.0000000,0.00,70,31.0,0,0,GPS Schedule
2020-06-21 5:31:10 PM,0.0000000,0.0000000,0.00,70,31.0,0,0,GPS Schedule
2020-06-21 5:36:10 PM,0.0000000,0.0000000,0.00,70,30.5,0,0,GPS Schedule
2020-06-21 5:41:10 PM,0.0000000,0.0000000,0.00,70,29.0,0,0,GPS Schedule
2020-06-21 5:46:10 PM,0.0000000,0.0000000,0.00,70,27.5,0,0,GPS Schedule
2020-06-21 5:49:11 PM,0.0000000,0.0000000,0.00,70,27.0,0,0,Proximity GPS Schedule
2020-06-21 5:51:10 PM,0.0000000,0.0000000,0.00,70,26.5,0,0,GPS Schedule
2020-06-21 5:56:10 PM,0.0000000,0.0000000,0.00,70,25.5,0,0,GPS Schedule
2020-06-21 6:01:10 PM,0.0000000,0.0000000,0.00,70,25.0,0,0,GPS Schedule
2020-06-21 6:06:10 PM,0.0000000,0.0000000,0.00,70,25.0,0,0,GPS Schedule
2020-06-21 6:11:10 PM,0.0000000,0.0000000,0.00,70,24.5,0,0,GPS Schedule
2020-06-21 6:16:10 PM,0.0000000,0.0000000,0.00,70,25.0,0,0,GPS Schedule
2020-06-21 6:21:10 PM,0.0000000,0.0000000,0.00,70,25.0,0,0,GPS Schedule
2020-06-21 6:26:10 PM,0.0000000,0.0000000,0.00,70,24.5,0,0,GPS Schedule
2020-06-21 6:31:10 PM,0.0000000,0.0000000,0.00,70,24.5,0,0,GPS Schedule
2020-06-21 6:36:10 PM,0.0000000,0.0000000,0.00,70,24.0,0,0,GPS Schedule
2020-06-21 6:41:10 PM,0.0000000,0.0000000,0.00,70,24.5,0,0,GPS Schedule
2020-06-21 6:46:10 PM,0.0000000,0.0000000,0.00,70,24.5,0,0,GPS Schedule
2020-06-21 6:51:10 PM,0.0000000,0.0000000,0.00,70,24.0,0,0,GPS Schedule
2020-06-21 6:56:10 PM,0.0000000,0.0000000,0.00,70,24.5,0,0,GPS Schedule
2020-06-21 7:01:10 PM,0.0000000,0.0000000,0.00,70,24.5,0,0,GPS Schedule
2020-06-21 7:06:10 PM,0.0000000,0.0000000,0.00,70,25.0,0,0,GPS Schedule
2020-06-21 7:11:10 PM,0.0000000,0.0000000,0.00,70,25.0,0,0,GPS Schedule
2020-06-21 7:16:10 PM,0.0000000,0.0000000,0.00,70,25.0,0,0,GPS Schedule
2020-06-21 7:21:10 PM,0.0000000,0.0000000,0.00,70,25.5,0,0,GPS Schedule
2020-06-21 7:26:10 PM,0.0000000,0.0000000,0.00,70,26.0,0,0,GPS Schedule
2020-06-21 7:31:10 PM,0.0000000,0.0000000,0.00,70,26.0,0,0,GPS Schedule
2020-06-21 7:36:10 PM,0.0000000,0.0000000,0.00,70,26.0,0,0,GPS Schedule
2020-06-21 7:41:10 PM,0.0000000,0.0000000,0.00,70,26.5,0,0,GPS Schedule
2020-06-21 7:46:10 PM,0.0000000,0.0000000,0.00,70,26.5,0,0,GPS Schedule
2020-06-21 7:51:10 PM,0.0000000,0.0000000,0.00,70,26.0,0,0,GPS Schedule
2020-06-21 7:56:10 PM,0.0000000,0.0000000,0.00,70,25.0,0,0,GPS Schedule
2020-06-21 8:01:10 PM,0.0000000,0.0000000,0.00,70,24.0,0,0,GPS Schedule
2020-06-21 8:06:10 PM,0.0000000,0.0000000,0.00,70,24.0,0,0,GPS Schedule
2020-06-21 8:11:10 PM,0.0000000,0.0000000,0.00,70,23.5,0,0,GPS Schedule
2020-06-21 8:16:11 PM,0.0000000,0.0000000,0.00,70,24.0,0,0,GPS Schedule
2020-06-21 8:21:10 PM,0.0000000,0.0000000,0.00,70,24.0,0,0,GPS Schedule
2020-06-21 8:26:10 PM,0.0000000,0.0000000,0.00,70,23.5,0,0,GPS Schedule
2020-06-21 8:31:10 PM,0.0000000,0.0000000,0.00,70,23.5,0,0,GPS Schedule
2020-06-21 8:36:10 PM,0.0000000,0.0000000,0.00,70,23.5,0,0,GPS Schedule
2020-06-21 8:41:10 PM,0.0000000,0.0000000,0.00,70,23.5,0,0,GPS Schedule
2020-06-21 8:46:10 PM,0.0000000,0.0000000,0.00,70,23.5,0,0,GPS Schedule
2020-06-21 8:51:10 PM,0.0000000,0.0000000,0.00,70,22.5,0,0,GPS Schedule
2020-06-21 8:56:10 PM,0.0000000,0.0000000,0.00,70,22.5,0,0,GPS Schedule
2020-06-21 9:01:10 PM,0.0000000,0.0000000,0.00,70,22.5,0,0,GPS Schedule
2020-06-21 9:06:10 PM,0.0000000,0.0000000,0.00,70,22.0,0,0,GPS Schedule
2020-06-21 9:11:10 PM,0.0000000,0.0000000,0.00,70,21.0,0,0,GPS Schedule
2020-06-21 9:16:10 PM,0.0000000,0.0000000,0.00,70,20.0,0,0,GPS Schedule
2020-06-21 9:21:10 PM,0.0000000,0.0000000,0.00,70,19.5,0,0,GPS Schedule
2020-06-21 9:26:10 PM,0.0000000,0.0000000,0.00,70,19.0,0,0,GPS Schedule
2020-06-21 9:31:10 PM,0.0000000,0.0000000,0.00,70,18.5,0,0,GPS Schedule
2020-06-21 9:36:10 PM,0.0000000,0.0000000,0.00,70,19.0,0,0,GPS Schedule
2020-06-21 9:41:10 PM,0.0000000,0.0000000,0.00,70,19.5,0,0,GPS Schedule
2020-06-21 9:46:11 PM,0.0000000,0.0000000,0.00,70,21.5,0,0,GPS Schedule
2020-06-21 9:51:10 PM,0.0000000,0.0000000,0.00,70,23.0,0,0,GPS Schedule
2020-06-21 9:56:10 PM,0.0000000,0.0000000,0.00,70,24.0,0,0,GPS Schedule
2020-06-21 10:01:10 PM,0.0000000,0.0000000,0.00,70,24.5,0,0,GPS Schedule
2020-06-21 10:06:10 PM,0.0000000,0.0000000,0.00,70,25.5,0,0,GPS Schedule
2020-06-21 10:11:10 PM,0.0000000,0.0000000,0.00,70,26.0,0,0,GPS Schedule
2020-06-21 10:16:10 PM,0.0000000,0.0000000,0.00,70,26.5,0,0,GPS Schedule
2020-06-21 10:21:10 PM,0.0000000,0.0000000,0.00,70,27.5,0,0,GPS Schedule
2020-06-21 10:26:10 PM,0.0000000,0.0000000,0.00,70,27.5,0,0,GPS Schedule
2020-06-21 10:31:10 PM,0.0000000,0.0000000,0.00,70,28.0,0,0,GPS Schedule
2020-06-21 10:36:10 PM,0.0000000,0.0000000,0.00,70,28.0,0,0,GPS Schedule
2020-06-21 10:41:10 PM,0.0000000,0.0000000,0.00,70,27.5,0,0,GPS Schedule
2020-06-21 10:46:10 PM,0.0000000,0.0000000,0.00,70,26.0,0,0,GPS Schedule
2020-06-21 10:51:10 PM,0.0000000,0.0000000,0.00,70,25.0,0,0,GPS Schedule
2020-06-21 10:56:10 PM,0.0000000,0.0000000,0.00,70,24.0,0,0,GPS Schedule
2020-06-21 11:01:10 PM,0.0000000,0.0000000,0.00,70,23.0,0,0,GPS Schedule
2020-06-21 11:02:54 PM,0.0000000,0.0000000,0.00,70,23.5,0,0,Proximity GPS Schedule
2020-06-21 11:06:10 PM,0.0000000,0.0000000,0.00,70,23.0,0,0,GPS Schedule
2020-06-21 11:11:10 PM,0.0000000,0.0000000,0.00,70,22.5,0,0,GPS Schedule
2020-06-21 11:16:10 PM,0.0000000,0.0000000,0.00,70,21.5,0,0,GPS Schedule
2020-06-21 11:21:10 PM,0.0000000,0.0000000,0.00,70,21.0,0,0,GPS Schedule
2020-06-21 11:26:10 PM,0.0000000,0.0000000,0.00,70,20.5,0,0,GPS Schedule
2020-06-21 11:31:10 PM,0.0000000,0.0000000,0.00,70,20.0,0,0,GPS Schedule
2020-06-21 11:36:10 PM,0.0000000,0.0000000,0.00,70,19.0,0,0,GPS Schedule
2020-06-21 11:41:10 PM,0.0000000,0.0000000,0.00,70,19.0,0,0,GPS Schedule
2020-06-21 11:46:10 PM,0.0000000,0.0000000,0.00,70,19.0,0,0,GPS Schedule
2020-06-21 11:51:10 PM,0.0000000,0.0000000,0.00,70,19.0,0,0,GPS Schedule
2020-06-21 11:56:10 PM,0.0000000,0.0000000,0.00,70,19.0,0,0,GPS Schedule
2020-06-22 12:01:10 AM,0.0000000,0.0000000,0.00,70,19.0,0,0,GPS Schedule
2020-06-22 12:06:10 AM,0.0000000,0.0000000,0.00,70,19.5,0,0,GPS Schedule
2020-06-22 12:11:10 AM,0.0000000,0.0000000,0.00,70,20.0,0,0,GPS Schedule
2020-06-22 12:16:10 AM,0.0000000,0.0000000,0.00,70,19.5,0,0,GPS Schedule
2020-06-22 12:21:10 AM,0.0000000,0.0000000,0.00,70,19.5,0,0,GPS Schedule
2020-06-22 12:26:10 AM,0.0000000,0.0000000,0.00,70,19.5,0,0,GPS Schedule
2020-06-22 12:31:10 AM,0.0000000,0.0000000,0.00,70,19.5,0,0,GPS Schedule
2020-06-22 12:36:10 AM,0.0000000,0.0000000,0.00,70,19.5,0,0,GPS Schedule
2020-06-22 12:41:10 AM,0.0000000,0.0000000,0.00,70,19.0,0,0,GPS Schedule
2020-06-22 12:46:10 AM,0.0000000,0.0000000,0.00,70,19.0,0,0,GPS Schedule
2020-06-22 12:51:10 AM,0.0000000,0.0000000,0.00,70,19.0,0,0,GPS Schedule
2020-06-22 12:56:10 AM,0.0000000,0.0000000,0.00,70,19.0,0,0,GPS Schedule
2020-06-22 1:01:10 AM,0.0000000,0.0000000,0.00,70,18.5,0,0,GPS Schedule
2020-06-22 1:06:10 AM,0.0000000,0.0000000,0.00,70,18.5,0,0,GPS Schedule
2020-06-22 1:11:10 AM,0.0000000,0.0000000,0.00,70,18.0,0,0,GPS Schedule
2020-06-22 1:16:10 AM,0.0000000,0.0000000,0.00,70,18.0,0,0,GPS Schedule
2020-06-22 1:21:10 AM,0.0000000,0.0000000,0.00,70,18.0,0,0,GPS Schedule
2020-06-22 1:26:10 AM,0.0000000,0.0000000,0.00,70,18.0,0,0,GPS Schedule
2020-06-22 1:31:10 AM,0.0000000,0.0000000,0.00,70,18.0,0,0,GPS Schedule
2020-06-22 1:36:10 AM,0.0000000,0.0000000,0.00,70,18.5,0,0,GPS Schedule
2020-06-22 1:41:10 AM,0.0000000,0.0000000,0.00,70,18.5,0,0,GPS Schedule
2020-06-22 1:46:10 AM,0.0000000,0.0000000,0.00,70,18.5,0,0,GPS Schedule
2020-06-22 1:51:10 AM,0.0000000,0.0000000,0.00,70,18.5,0,0,GPS Schedule
2020-06-22 1:56:10 AM,0.0000000,0.0000000,0.00,70,18.5,0,0,GPS Schedule
2020-06-22 2:01:10 AM,0.0000000,0.0000000,0.00,70,18.5,0,0,GPS Schedule
2020-06-22 2:06:10 AM,0.0000000,0.0000000,0.00,70,18.5,0,0,GPS Schedule
2020-06-22 2:11:10 AM,0.0000000,0.0000000,0.00,70,18.5,0,0,GPS Schedule
2020-06-22 2:16:10 AM,0.0000000,0.0000000,0.00,70,18.5,0,0,GPS Schedule
2020-06-22 2:21:10 AM,0.0000000,0.0000000,0.00,70,18.0,0,0,GPS Schedule
2020-06-22 2:26:10 AM,0.0000000,0.0000000,0.00,70,17.5,0,0,GPS Schedule
2020-06-22 2:31:10 AM,0.0000000,0.0000000,0.00,70,17.5,0,0,GPS Schedule
2020-06-22 2:36:10 AM,0.0000000,0.0000000,0.00,70,17.5,0,0,GPS Schedule
2020-06-22 2:41:10 AM,0.0000000,0.0000000,0.00,70,17.0,0,0,GPS Schedule
2020-06-22 2:46:10 AM,0.0000000,0.0000000,0.00,70,17.0,0,0,GPS Schedule
2020-06-22 2:51:10 AM,0.0000000,0.0000000,0.00,70,17.0,0,0,GPS Schedule
2020-06-22 2:56:10 AM,0.0000000,0.0000000,0.00,70,17.0,0,0,GPS Schedule
2020-06-22 3:01:10 AM,0.0000000,0.0000000,0.00,70,17.0,0,0,GPS Schedule
2020-06-22 3:06:10 AM,0.0000000,0.0000000,0.00,70,17.0,0,0,GPS Schedule
2020-06-22 3:11:10 AM,0.0000000,0.0000000,0.00,70,17.0,0,0,GPS Schedule
2020-06-22 3:16:10 AM,0.0000000,0.0000000,0.00,70,17.0,0,0,GPS Schedule
2020-06-22 3:21:10 AM,0.0000000,0.0000000,0.00,70,17.0,0,0,GPS Schedule
2020-06-22 3:26:10 AM,0.0000000,0.0000000,0.00,70,17.0,0,0,GPS Schedule
2020-06-22 3:31:10 AM,0.0000000,0.0000000,0.00,70,17.0,0,0,GPS Schedule
2020-06-22 3:36:10 AM,0.0000000,0.0000000,0.00,70,17.0,0,0,GPS Schedule
2020-06-22 3:41:10 AM,0.0000000,0.0000000,0.00,70,16.5,0,0,GPS Schedule
2020-06-22 3:46:10 AM,0.0000000,0.0000000,0.00,70,15.5,0,0,GPS Schedule
2020-06-22 3:51:10 AM,0.0000000,0.0000000,0.00,70,14.5,0,0,GPS Schedule
2020-06-22 3:56:10 AM,0.0000000,0.0000000,0.00,70,14.5,0,0,GPS Schedule
2020-06-22 4:01:10 AM,0.0000000,0.0000000,0.00,70,14.0,0,0,GPS Schedule
2020-06-22 4:06:10 AM,0.0000000,0.0000000,0.00,70,14.0,0,0,GPS Schedule
2020-06-22 4:11:10 AM,0.0000000,0.0000000,0.00,70,14.5,0,0,GPS Schedule
2020-06-22 4:16:10 AM,0.0000000,0.0000000,0.00,70,14.0,0,0,GPS Schedule
2020-06-22 4:21:10 AM,0.0000000,0.0000000,0.00,70,14.0,0,0,GPS Schedule
2020-06-22 4:26:10 AM,0.0000000,0.0000000,0.00,70,13.5,0,0,GPS Schedule
2020-06-22 4:31:10 AM,0.0000000,0.0000000,0.00,70,13.5,0,0,GPS Schedule
2020-06-22 4:36:10 AM,0.0000000,0.0000000,0.00,70,14.0,0,0,GPS Schedule
2020-06-22 4:41:10 AM,0.0000000,0.0000000,0.00,70,14.0,0,0,GPS Schedule
2020-06-22 4:46:10 AM,0.0000000,0.0000000,0.00,70,14.0,0,0,GPS Schedule
2020-06-22 4:51:10 AM,0.0000000,0.0000000,0.00,70,14.0,0,0,GPS Schedule
2020-06-22 4:56:10 AM,0.0000000,0.0000000,0.00,70,13.5,0,0,GPS Schedule
2020-06-22 5:01:10 AM,0.0000000,0.0000000,0.00,70,14.0,0,0,GPS Schedule
2020-06-22 5:06:10 AM,0.0000000,0.0000000,0.00,70,14.0,0,0,GPS Schedule
2020-06-22 5:11:10 AM,0.0000000,0.0000000,0.00,70,14.0,0,0,GPS Schedule
2020-06-22 5:16:10 AM,0.0000000,0.0000000,0.00,70,14.0,0,0,GPS Schedule
2020-06-22 5:21:10 AM,0.0000000,0.0000000,0.00,70,14.0,0,0,GPS Schedule
2020-06-22 5:26:10 AM,0.0000000,0.0000000,0.00,70,14.5,0,0,GPS Schedule
2020-06-22 5:31:10 AM,0.0000000,0.0000000,0.00,70,14.5,0,0,GPS Schedule
2020-06-22 5:36:10 AM,0.0000000,0.0000000,0.00,70,14.5,0,0,GPS Schedule
2020-06-22 5:41:10 AM,0.0000000,0.0000000,0.00,70,14.0,0,0,GPS Schedule
2020-06-22 5:46:10 AM,0.0000000,0.0000000,0.00,70,14.0,0,0,GPS Schedule
2020-06-22 5:51:10 AM,0.0000000,0.0000000,0.00,70,14.0,0,0,GPS Schedule
2020-06-22 5:56:10 AM,0.0000000,0.0000000,0.00,70,14.0,0,0,GPS Schedule
2020-06-22 6:01:11 AM,0.0000000,0.0000000,0.00,70,14.5,0,0,GPS Schedule
2020-06-22 6:06:10 AM,0.0000000,0.0000000,0.00,70,14.5,0,0,GPS Schedule
2020-06-22 6:11:10 AM,0.0000000,0.0000000,0.00,70,14.0,0,0,GPS Schedule
2020-06-22 6:16:10 AM,0.0000000,0.0000000,0.00,70,14.0,0,0,GPS Schedule
2020-06-22 6:21:10 AM,0.0000000,0.0000000,0.00,70,14.0,0,0,GPS Schedule
2020-06-22 6:26:11 AM,0.0000000,0.0000000,0.00,70,14.5,0,0,GPS Schedule
2020-06-22 6:31:10 AM,0.0000000,0.0000000,0.00,70,14.5,0,0,GPS Schedule
2020-06-22 6:36:10 AM,0.0000000,0.0000000,0.00,70,15.0,0,0,GPS Schedule
2020-06-22 6:41:11 AM,0.0000000,0.0000000,0.00,70,15.0,0,0,GPS Schedule
2020-06-22 6:46:10 AM,0.0000000,0.0000000,0.00,70,15.5,0,0,GPS Schedule
2020-06-22 6:51:10 AM,0.0000000,0.0000000,0.00,70,16.0,0,0,GPS Schedule
2020-06-22 6:56:10 AM,0.0000000,0.0000000,0.00,70,16.0,0,0,GPS Schedule
2020-06-22 7:01:10 AM,0.0000000,0.0000000,0.00,70,15.5,0,0,GPS Schedule
2020-06-22 7:06:10 AM,0.0000000,0.0000000,0.00,70,15.5,0,0,GPS Schedule
2020-06-22 7:11:10 AM,0.0000000,0.0000000,0.00,70,15.5,0,0,GPS Schedule
2020-06-22 7:16:10 AM,0.0000000,0.0000000,0.00,70,15.5,0,0,GPS Schedule
2020-06-22 7:21:10 AM,0.0000000,0.0000000,0.00,70,15.5,0,0,GPS Schedule
2020-06-22 7:26:10 AM,0.0000000,0.0000000,0.00,70,15.0,0,0,GPS Schedule
2020-06-22 7:31:10 AM,0.0000000,0.0000000,0.00,70,15.5,0,0,GPS Schedule
2020-06-22 7:36:10 AM,0.0000000,0.0000000,0.00,70,15.0,0,0,GPS Schedule
2020-06-22 7:41:10 AM,0.0000000,0.0000000,0.00,70,15.0,0,0,GPS Schedule
2020-06-22 7:46:10 AM,0.0000000,0.0000000,0.00,70,15.0,0,0,GPS Schedule
2020-06-22 7:51:10 AM,0.0000000,0.0000000,0.00,70,15.0,0,0,GPS Schedule
2020-06-22 7:56:10 AM,0.0000000,0.0000000,0.00,70,15.5,0,0,GPS Schedule
2020-06-22 8:01:10 AM,0.0000000,0.0000000,0.00,70,15.5,0,0,GPS Schedule
2020-06-22 8:06:10 AM,0.0000000,0.0000000,0.00,70,16.0,0,0,GPS Schedule
2020-06-22 8:11:11 AM,0.0000000,0.0000000,0.00,70,15.5,0,0,GPS Schedule
2020-06-22 8:16:10 AM,0.0000000,0.0000000,0.00,70,14.5,0,0,GPS Schedule
2020-06-22 8:21:10 AM,0.0000000,0.0000000,0.00,70,13.5,0,0,GPS Schedule
2020-06-22 8:26:10 AM,0.0000000,0.0000000,0.00,70,13.0,0,0,GPS Schedule
2020-06-22 8:31:10 AM,0.0000000,0.0000000,0.00,70,13.0,0,0,GPS Schedule
2020-06-22 8:36:10 AM,0.0000000,0.0000000,0.00,70,13.5,0,0,GPS Schedule
2020-06-22 8:41:10 AM,0.0000000,0.0000000,0.00,70,13.5,0,0,GPS Schedule
2020-06-22 8:46:10 AM,0.0000000,0.0000000,0.00,70,13.5,0,0,GPS Schedule
2020-06-22 8:51:10 AM,0.0000000,0.0000000,0.00,70,13.5,0,0,GPS Schedule
2020-06-22 8:56:10 AM,0.0000000,0.0000000,0.00,70,13.0,0,0,GPS Schedule
2020-06-22 9:01:10 AM,0.0000000,0.0000000,0.00,70,13.0,0,0,GPS Schedule
2020-06-22 9:06:10 AM,0.0000000,0.0000000,0.00,70,13.5,0,0,GPS Schedule
2020-06-22 9:11:10 AM,0.0000000,0.0000000,0.00,70,13.0,0,0,GPS Schedule
2020-06-22 9:16:10 AM,0.0000000,0.0000000,0.00,70,13.0,0,0,GPS Schedule
2020-06-22 9:21:10 AM,0.0000000,0.0000000,0.00,70,13.5,0,0,GPS Schedule
2020-06-22 9:26:10 AM,0.0000000,0.0000000,0.00,70,13.5,0,0,GPS Schedule
2020-06-22 9:31:10 AM,0.0000000,0.0000000,0.00,70,13.5,0,0,GPS Schedule
2020-06-22 9:36:10 AM,0.0000000,0.0000000,0.00,70,13.5,0,0,GPS Schedule
2020-06-22 9:41:10 AM,0.0000000,0.0000000,0.00,70,13.5,0,0,GPS Schedule
2020-06-22 9:46:10 AM,0.0000000,0.0000000,0.00,70,13.5,0,0,GPS Schedule
2020-06-22 9:51:10 AM,0.0000000,0.0000000,0.00,70,13.0,0,0,GPS Schedule
2020-06-22 9:56:10 AM,0.0000000,0.0000000,0.00,70,13.0,0,0,GPS Schedule
2020-06-22 10:01:10 AM,0.0000000,0.0000000,0.00,70,12.5,0,0,GPS Schedule
2020-06-22 10:06:10 AM,0.0000000,0.0000000,0.00,70,12.5,0,0,GPS Schedule
2020-06-22 10:11:10 AM,0.0000000,0.0000000,0.00,70,13.0,0,0,GPS Schedule
2020-06-22 10:16:10 AM,0.0000000,0.0000000,0.00,70,13.0,0,0,GPS Schedule
2020-06-22 10:21:10 AM,0.0000000,0.0000000,0.00,70,12.5,0,0,GPS Schedule
2020-06-22 10:26:10 AM,0.0000000,0.0000000,0.00,70,12.5,0,0,GPS Schedule
2020-06-22 10:31:10 AM,0.0000000,0.0000000,0.00,70,12.5,0,0,GPS Schedule
2020-06-22 10:36:10 AM,0.0000000,0.0000000,0.00,70,12.5,0,0,GPS Schedule
2020-06-22 10:41:10 AM,0.0000000,0.0000000,0.00,70,13.0,0,0,GPS Schedule
2020-06-22 10:46:10 AM,0.0000000,0.0000000,0.00,70,13.0,0,0,GPS Schedule
2020-06-22 10:51:10 AM,0.0000000,0.0000000,0.00,70,13.0,0,0,GPS Schedule
2020-06-22 10:56:10 AM,0.0000000,0.0000000,0.00,70,13.0,0,0,GPS Schedule
2020-06-22 11:01:10 AM,0.0000000,0.0000000,0.00,70,12.0,0,0,GPS Schedule
2020-06-22 11:06:10 AM,0.0000000,0.0000000,0.00,70,12.0,0,0,GPS Schedule
2020-06-22 11:11:10 AM,0.0000000,0.0000000,0.00,70,11.5,0,0,GPS Schedule
2020-06-22 11:16:10 AM,0.0000000,0.0000000,0.00,70,11.0,0,0,GPS Schedule
2020-06-22 11:21:10 AM,0.0000000,0.0000000,0.00,70,11.0,0,0,GPS Schedule
2020-06-22 11:26:10 AM,0.0000000,0.0000000,0.00,70,11.0,0,0,GPS Schedule
2020-06-22 11:31:10 AM,0.0000000,0.0000000,0.00,70,10.5,0,0,GPS Schedule
2020-06-22 11:36:10 AM,0.0000000,0.0000000,0.00,70,10.5,0,0,GPS Schedule
2020-06-22 11:41:10 AM,0.0000000,0.0000000,0.00,70,10.5,0,0,GPS Schedule
2020-06-22 11:46:10 AM,0.0000000,0.0000000,0.00,70,10.5,0,0,GPS Schedule
2020-06-22 11:47:28 AM,0.0000000,0.0000000,0.00,70,10.5,0,0,Proximity GPS Schedule
2020-06-22 11:51:10 AM,0.0000000,0.0000000,0.00,70,10.5,0,0,GPS Schedule
2020-06-22 11:56:10 AM,0.0000000,0.0000000,0.00,70,10.0,0,0,GPS Schedule
2020-06-22 12:01:10 PM,0.0000000,0.0000000,0.00,70,10.0,0,0,GPS Schedule
2020-06-22 12:06:10 PM,0.0000000,0.0000000,0.00,70,9.5,0,0,GPS Schedule
2020-06-22 12:11:10 PM,0.0000000,0.0000000,0.00,70,9.5,0,0,GPS Schedule
2020-06-22 12:16:10 PM,0.0000000,0.0000000,0.00,70,9.5,0,0,GPS Schedule
2020-06-22 12:21:10 PM,0.0000000,0.0000000,0.00,70,9.5,0,0,GPS Schedule
2020-06-22 12:26:10 PM,0.0000000,0.0000000,0.00,70,10.0,0,0,GPS Schedule
2020-06-22 12:31:10 PM,0.0000000,0.0000000,0.00,70,10.5,0,0,GPS Schedule
2020-06-22 12:36:10 PM,0.0000000,0.0000000,0.00,70,11.5,0,0,GPS Schedule
2020-06-22 12:41:10 PM,0.0000000,0.0000000,0.00,70,12.0,0,0,GPS Schedule
2020-06-22 12:46:10 PM,0.0000000,0.0000000,0.00,70,12.5,0,0,GPS Schedule
2020-06-22 12:51:10 PM,0.0000000,0.0000000,0.00,70,13.0,0,0,GPS Schedule
2020-06-22 12:56:10 PM,0.0000000,0.0000000,0.00,70,13.5,0,0,GPS Schedule
2020-06-22 1:01:10 PM,0.0000000,0.0000000,0.00,70,14.0,0,0,GPS Schedule
2020-06-22 1:06:10 PM,0.0000000,0.0000000,0.00,70,14.0,0,0,GPS Schedule
2020-06-22 1:11:10 PM,0.0000000,0.0000000,0.00,70,14.0,0,0,GPS Schedule
2020-06-22 1:16:10 PM,0.0000000,0.0000000,0.00,70,14.0,0,0,GPS Schedule
2020-06-22 1:21:10 PM,0.0000000,0.0000000,0.00,70,14.5,0,0,GPS Schedule
2020-06-22 1:26:10 PM,0.0000000,0.0000000,0.00,70,14.0,0,0,GPS Schedule
2020-06-22 1:31:10 PM,0.0000000,0.0000000,0.00,70,14.0,0,0,GPS Schedule
2020-06-22 1:36:10 PM,0.0000000,0.0000000,0.00,70,14.0,0,0,GPS Schedule
2020-06-22 1:41:10 PM,0.0000000,0.0000000,0.00,70,15.0,0,0,GPS Schedule
2020-06-22 1:46:10 PM,0.0000000,0.0000000,0.00,70,16.0,0,0,GPS Schedule
2020-06-22 1:51:11 PM,0.0000000,0.0000000,0.00,70,17.0,0,0,GPS Schedule
2020-06-22 1:56:10 PM,0.0000000,0.0000000,0.00,70,18.0,0,0,GPS Schedule
2020-06-22 2:01:10 PM,0.0000000,0.0000000,0.00,70,18.5,0,0,GPS Schedule
2020-06-22 2:06:10 PM,0.0000000,0.0000000,0.00,70,19.0,0,0,GPS Schedule
2020-06-22 2:11:10 PM,0.0000000,0.0000000,0.00,70,20.5,0,0,GPS Schedule
2020-06-22 2:16:11 PM,0.0000000,0.0000000,0.00,70,21.5,0,0,GPS Schedule
2020-06-22 2:21:10 PM,0.0000000,0.0000000,0.00,70,22.0,0,0,GPS Schedule
2020-06-22 2:26:10 PM,0.0000000,0.0000000,0.00,70,22.5,0,0,GPS Schedule
2020-06-22 2:31:10 PM,0.0000000,0.0000000,0.00,70,23.0,0,0,GPS Schedule
2020-06-22 2:36:10 PM,0.0000000,0.0000000,0.00,70,24.0,0,0,GPS Schedule
2020-06-22 2:41:10 PM,0.0000000,0.0000000,0.00,70,24.5,0,0,GPS Schedule
2020-06-22 2:46:10 PM,0.0000000,0.0000000,0.00,70,25.5,0,0,GPS Schedule
2020-06-22 2:51:10 PM,0.0000000,0.0000000,0.00,70,26.5,0,0,GPS Schedule
2020-06-22 2:56:10 PM,0.0000000,0.0000000,0.00,70,27.5,0,0,GPS Schedule
2020-06-22 3:01:10 PM,0.0000000,0.0000000,0.00,70,28.0,0,0,GPS Schedule
2020-06-22 3:06:10 PM,0.0000000,0.0000000,0.00,70,27.5,0,0,GPS Schedule
2020-06-22 3:11:10 PM,0.0000000,0.0000000,0.00,70,26.0,0,0,GPS Schedule
2020-06-22 3:16:10 PM,0.0000000,0.0000000,0.00,70,25.0,0,0,GPS Schedule
2020-06-22 3:21:10 PM,0.0000000,0.0000000,0.00,70,24.5,0,0,GPS Schedule
2020-06-22 3:26:10 PM,0.0000000,0.0000000,0.00,70,24.0,0,0,GPS Schedule
2020-06-22 3:31:10 PM,0.0000000,0.0000000,0.00,70,24.0,0,0,GPS Schedule
2020-06-22 3:36:10 PM,0.0000000,0.0000000,0.00,70,24.0,0,0,GPS Schedule
2020-06-22 3:41:10 PM,0.0000000,0.0000000,0.00,70,24.0,0,0,GPS Schedule
2020-06-22 3:46:10 PM,0.0000000,0.0000000,0.00,70,25.0,0,0,GPS Schedule
2020-06-22 3:51:10 PM,0.0000000,0.0000000,0.00,70,25.0,0,0,GPS Schedule
2020-06-22 3:56:10 PM,0.0000000,0.0000000,0.00,70,24.5,0,0,GPS Schedule
2020-06-22 4:01:10 PM,0.0000000,0.0000000,0.00,70,24.0,0,0,GPS Schedule
2020-06-22 4:06:10 PM,0.0000000,0.0000000,0.00,70,24.0,0,0,GPS Schedule
